	AMON	CPHL	DEPH	DOXY_BTL	DOXY_CTD	LATIT_DD	LONGI_DD	MNDEP	MXDEP	MYEAR	NTRA	NTRI	NTRZ	PHOS	Q_AMON	Q_CPHL	Q_DOXY_BTL	Q_DOXY_CTD	Q_NTRA	Q_NTRI	Q_NTRZ	Q_PHOS	Q_SALT_BTL	Q_SALT_CTD	Q_SECCHI	Q_TEMP_BTL	Q_TEMP_CTD	SALT_BTL	SALT_CTD	SDATE	SEA_AREA_CODE	SEA_AREA_NAME	SEA_BASIN	SECCHI	SERNO	SHARKID_MD5	SHIPC	STATN	STIME	TEMP_BTL	TEMP_CTD	WATER_DISTRICT	WATER_TYPE_AREA	WLTYP
0	0.61	1.5	0.5	7.2		57.55	11.80833			2015	6.85	0.26	7.11	0.58															27.67	2015-01-07	572540-114801	Onsala kustvatten	N Kattegatt	5.8	1.0		7719	VALÖ	05:30		4.7	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM
1	0.71	1.5	2.0	7.3		57.55	11.80833			2015	6.85	0.26	7.11	0.58															27.67	2015-01-07	572540-114801	Onsala kustvatten	N Kattegatt	5.8	1.0		7719	VALÖ	05:30		4.7	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM
2	0.59	1.6	5.0	7.6		57.55	11.80833			2015	6.85	0.27	7.12	0.58															27.67	2015-01-07	572540-114801	Onsala kustvatten	N Kattegatt	5.8	1.0		7719	VALÖ	05:30		4.7	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM
3	0.64	1.6	10.0	7.1		57.55	11.80833			2015	6.07	0.23	6.3	0.52															27.68	2015-01-07	572540-114801	Onsala kustvatten	N Kattegatt	5.8	1.0		7719	VALÖ	05:30		4.7	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM
4	0.79	1.5	15.0	7.1		57.55	11.80833			2015	6.85	0.29	7.14	0.58															27.77	2015-01-07	572540-114801	Onsala kustvatten	N Kattegatt	5.8	1.0		7719	VALÖ	05:30		4.7	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM
5	0.69	1.5	20.0	7.2		57.55	11.80833			2015	7.85	0.29	8.14	0.61															28.12	2015-01-07	572540-114801	Onsala kustvatten	N Kattegatt	5.8	1.0		7719	VALÖ	05:30		5.0	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM
6	1.28		22.0	7.5		57.55	11.80833			2015	7.85	0.28	8.13	0.61															28.14	2015-01-07	572540-114801	Onsala kustvatten	N Kattegatt	5.8	1.0		7719	VALÖ	05:30		5.0	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM
7	0.93	1.2	0.5			57.6675	11.68667			2015	8.57	0.32	8.89	0.58															27.86	2015-01-07	574000-114230	Dana fjord	N Kattegatt	3.8	2.0		7719	DANAFJORD	07:20		4.8	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
8	0.93	1.1	2.0	6.9		57.6675	11.68667			2015	8.57	0.32	8.89	0.61															27.86	2015-01-07	574000-114230	Dana fjord	N Kattegatt	3.8	2.0		7719	DANAFJORD	07:20		4.8	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
9	0.93	1.2	5.0	6.9		57.6675	11.68667			2015	8.57	0.32	8.89	0.58															27.86	2015-01-07	574000-114230	Dana fjord	N Kattegatt	3.8	2.0		7719	DANAFJORD	07:20		4.8	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
10	1.0	1.1	10.0	7.5		57.6675	11.68667			2015	8.57	0.31	8.88	0.58															27.88	2015-01-07	574000-114230	Dana fjord	N Kattegatt	3.8	2.0		7719	DANAFJORD	07:20		4.8	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
11	1.07	1.2	15.0	7.2		57.6675	11.68667			2015	7.85	0.34	8.19	0.58															27.94	2015-01-07	574000-114230	Dana fjord	N Kattegatt	3.8	2.0		7719	DANAFJORD	07:20		4.9	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
12	1.0	1.4	20.0	6.5		57.6675	11.68667			2015	7.85	0.42	8.27	0.68															28.62	2015-01-07	574000-114230	Dana fjord	N Kattegatt	3.8	2.0		7719	DANAFJORD	07:20		5.1	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
13	1.0	1.2	30.0	6.9		57.6675	11.68667			2015	7.85	0.5	8.35	0.74															29.88	2015-01-07	574000-114230	Dana fjord	N Kattegatt	3.8	2.0		7719	DANAFJORD	07:20		5.5	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
14	1.0		39.0	6.3		57.6675	11.68667			2015	6.0	0.71	6.71	0.87															33.35	2015-01-07	574000-114230	Dana fjord	N Kattegatt	3.8	2.0		7719	DANAFJORD	07:20		7.5	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
15	1.14	0.87	0.5	7.1		57.919669999999996	11.59333			2015	8.57	0.43	9.0	0.58															26.53	2015-01-07	575340-113000	Marstrandsfjorden	Skagerrak	3.8	3.0		7719	ÅSTOL	08:35		4.8	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM
16	1.21	0.84	2.0	7.1		57.919669999999996	11.59333			2015	8.57	0.42	8.99	0.58															27.26	2015-01-07	575340-113000	Marstrandsfjorden	Skagerrak	3.8	3.0		7719	ÅSTOL	08:35		4.8	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM
17	1.21	0.84	5.0	6.6		57.919669999999996	11.59333			2015	8.57	0.44	9.01	0.58															27.88	2015-01-07	575340-113000	Marstrandsfjorden	Skagerrak	3.8	3.0		7719	ÅSTOL	08:35		5.1	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM
18	1.14	0.83	10.0	6.8		57.919669999999996	11.59333			2015	7.85	0.42	8.27	0.55															27.94	2015-01-07	575340-113000	Marstrandsfjorden	Skagerrak	3.8	3.0		7719	ÅSTOL	08:35		5.1	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM
19	1.07	0.68	15.0	6.8		57.919669999999996	11.59333			2015	7.85	0.43	8.28	0.58															28.59	2015-01-07	575340-113000	Marstrandsfjorden	Skagerrak	3.8	3.0		7719	ÅSTOL	08:35		5.4	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM
20	1.14	0.36	20.0	6.2		57.919669999999996	11.59333			2015	7.14	0.49	7.63	0.65															31.01	2015-01-07	575340-113000	Marstrandsfjorden	Skagerrak	3.8	3.0		7719	ÅSTOL	08:35		6.5	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM
21	0.67	0.36	30.0	6.0		57.919669999999996	11.59333			2015	6.42	0.58	7.0	0.65															32.9	2015-01-07	575340-113000	Marstrandsfjorden	Skagerrak	3.8	3.0		7719	ÅSTOL	08:35		7.4	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM
22	0.86		40.0	6.3		57.919669999999996	11.59333			2015	5.71	0.71	6.42	0.71															33.21	2015-01-07	575340-113000	Marstrandsfjorden	Skagerrak	3.8	3.0		7719	ÅSTOL	08:35		7.4	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM
23	0.79		50.0	6.5		57.919669999999996	11.59333			2015	5.21	0.79	6.0	0.77															33.25	2015-01-07	575340-113000	Marstrandsfjorden	Skagerrak	3.8	3.0		7719	ÅSTOL	08:35		7.4	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM
24	0.79		60.0	6.5		57.919669999999996	11.59333			2015	5.57	0.79	6.36	0.71															33.31	2015-01-07	575340-113000	Marstrandsfjorden	Skagerrak	3.8	3.0		7719	ÅSTOL	08:35		7.4	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM
25	0.79		64.0	6.2		57.919669999999996	11.59333			2015	5.35	0.79	6.14	0.77															33.3	2015-01-07	575340-113000	Marstrandsfjorden	Skagerrak	3.8	3.0		7719	ÅSTOL	08:35		7.4	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM
26	1.71	0.95	0.5	8.2		57.90116999999999	11.66667			2015	15.7	0.31	16.01	0.52															17.63	2015-01-07	575500-113750	Älgöfjorden	Skagerrak	1.3	4.0		7719	INSTÖ RÄNNA	09:00		3.4	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
27	1.57	0.91	2.0	8.0		57.90116999999999	11.66667			2015	14.99	0.31	15.3	0.52															18.01	2015-01-07	575500-113750	Älgöfjorden	Skagerrak	1.3	4.0		7719	INSTÖ RÄNNA	09:00		3.5	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
28	1.14	0.91	5.0	7.1		57.90116999999999	11.66667			2015	8.57	0.39	8.96	0.55															26.52	2015-01-07	575500-113750	Älgöfjorden	Skagerrak	1.3	4.0		7719	INSTÖ RÄNNA	09:00		4.8	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
29	0.93	0.63	10.0	6.5		57.90116999999999	11.66667			2015	7.14	0.46	7.6	0.58															28.84	2015-01-07	575500-113750	Älgöfjorden	Skagerrak	1.3	4.0		7719	INSTÖ RÄNNA	09:00		5.7	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
30	0.93		14.0	6.2		57.90116999999999	11.66667			2015	7.85	0.46	8.31	0.61															29.84	2015-01-07	575500-113750	Älgöfjorden	Skagerrak	1.3	4.0		7719	INSTÖ RÄNNA	09:00		6.1	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
31	1.36	1.9	0.5	7.6		58.34333	11.40333			2015	8.57	0.24	8.81	0.52															26.98	2015-01-07	582000-112350	Yttre Brofjorden		5.0	5.0		7719	STRETUDDEN	12:00		3.7	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	
32	1.28	1.4	2.0	7.0		58.34333	11.40333			2015	8.57	0.24	8.81	0.55															26.96	2015-01-07	582000-112350	Yttre Brofjorden		5.0	5.0		7719	STRETUDDEN	12:00		3.6	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	
33	1.0	0.68	5.0	7.1		58.34333	11.40333			2015	6.85	0.31	7.16	0.55															28.04	2015-01-07	582000-112350	Yttre Brofjorden		5.0	5.0		7719	STRETUDDEN	12:00		4.1	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	
34	0.59	0.44	10.0	6.6		58.34333	11.40333			2015	5.85	0.42	6.27	0.55															31.59	2015-01-07	582000-112350	Yttre Brofjorden		5.0	5.0		7719	STRETUDDEN	12:00		6.3	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	
35	0.54	0.48	15.0	6.5		58.34333	11.40333			2015	5.71	0.43	6.14	0.55															31.83	2015-01-07	582000-112350	Yttre Brofjorden		5.0	5.0		7719	STRETUDDEN	12:00		6.2	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	
36	0.61	0.43	20.0	6.3		58.34333	11.40333			2015	5.85	0.44	6.29	0.55															31.86	2015-01-07	582000-112350	Yttre Brofjorden		5.0	5.0		7719	STRETUDDEN	12:00		6.4	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	
37	0.71	0.36	30.0	6.3		58.34333	11.40333			2015	4.71	0.86	5.57	0.58															33.13	2015-01-07	582000-112350	Yttre Brofjorden		5.0	5.0		7719	STRETUDDEN	12:00		7.1	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	
38	0.64		40.0	5.9		58.34333	11.40333			2015	4.64	0.93	5.57	0.58															33.23	2015-01-07	582000-112350	Yttre Brofjorden		5.0	5.0		7719	STRETUDDEN	12:00		7.1	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	
39	0.86		43.0	6.3		58.34333	11.40333			2015	4.5	0.93	5.43	0.61															33.23	2015-01-07	582000-112350	Yttre Brofjorden		5.0	5.0		7719	STRETUDDEN	12:00		7.1	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	
40	1.21	0.75	0.5	6.9		58.35333000000001	11.24			2015	7.85	0.29	8.14	0.55															28.4	2015-01-07	582147-111771	Kungshamn s skärgård	Skagerrak	4.3	6.0		7719	BYTTELOCKET	13:00		4.6	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
41	1.14	0.75	2.0	6.8		58.35333000000001	11.24			2015	7.85	0.3	8.15	0.55															28.53	2015-01-07	582147-111771	Kungshamn s skärgård	Skagerrak	4.3	6.0		7719	BYTTELOCKET	13:00		4.7	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
42	1.0	0.52	5.0	6.8		58.35333000000001	11.24			2015	6.64	0.37	7.01	0.58															29.64	2015-01-07	582147-111771	Kungshamn s skärgård	Skagerrak	4.3	6.0		7719	BYTTELOCKET	13:00		5.1	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
43	0.64	0.55	10.0	6.8		58.35333000000001	11.24			2015	5.42	0.41	5.83	0.52															31.49	2015-01-07	582147-111771	Kungshamn s skärgård	Skagerrak	4.3	6.0		7719	BYTTELOCKET	13:00		6.1	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
44	0.61	0.48	15.0	6.8		58.35333000000001	11.24			2015	5.28	0.42	5.7	0.55															32.03	2015-01-07	582147-111771	Kungshamn s skärgård	Skagerrak	4.3	6.0		7719	BYTTELOCKET	13:00		6.4	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
45	0.71	0.44	20.0	6.2		58.35333000000001	11.24			2015	5.21	0.47	5.68	0.55															32.21	2015-01-07	582147-111771	Kungshamn s skärgård	Skagerrak	4.3	6.0		7719	BYTTELOCKET	13:00		6.5	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
46	1.28		27.0	6.3		58.35333000000001	11.24			2015	5.21	0.71	5.92	0.65															33.09	2015-01-07	582147-111771	Kungshamn s skärgård	Skagerrak	4.3	6.0		7719	BYTTELOCKET	13:00		7.1	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
47	1.14	0.75	0.5			58.86833000000001	11.10333			2015	6.92	0.21	7.13	0.52															29.6	2015-01-07	585100-110600	S Kosterfjorden	Skagerrak	6.5	7.0		7719	KOSTERFJORDEN (NR16)	16:45		4.6	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM
48	0.86	0.52	2.0	7.4		58.86833000000001	11.10333			2015	6.71	0.24	6.95	0.55															29.55	2015-01-07	585100-110600	S Kosterfjorden	Skagerrak	6.5	7.0		7719	KOSTERFJORDEN (NR16)	16:45		4.6	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM
49	0.79	0.44	5.0	6.8		58.86833000000001	11.10333			2015	6.64	0.25	6.89	0.58															30.61	2015-01-07	585100-110600	S Kosterfjorden	Skagerrak	6.5	7.0		7719	KOSTERFJORDEN (NR16)	16:45		5.4	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM
50	0.79	0.39	10.0	6.8		58.86833000000001	11.10333			2015	6.71	0.26	6.97	0.58															30.69	2015-01-07	585100-110600	S Kosterfjorden	Skagerrak	6.5	7.0		7719	KOSTERFJORDEN (NR16)	16:45		5.6	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM
51	0.71	0.44	15.0	6.9		58.86833000000001	11.10333			2015	6.64	0.25	6.89	0.55															30.71	2015-01-07	585100-110600	S Kosterfjorden	Skagerrak	6.5	7.0		7719	KOSTERFJORDEN (NR16)	16:45		5.7	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM
52	0.79	0.32	20.0	6.6		58.86833000000001	11.10333			2015	6.71	0.25	6.96	0.55															30.93	2015-01-07	585100-110600	S Kosterfjorden	Skagerrak	6.5	7.0		7719	KOSTERFJORDEN (NR16)	16:45		5.9	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM
53	0.46	0.2	30.0	6.3		58.86833000000001	11.10333			2015	6.57	0.24	6.81	0.55															31.72	2015-01-07	585100-110600	S Kosterfjorden	Skagerrak	6.5	7.0		7719	KOSTERFJORDEN (NR16)	16:45		6.7	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM
54	0.12		232.0	4.6		58.86833000000001	11.10333			2015	12.13	0.07	12.2	1.26						<	<								35.0	2015-01-07	585100-110600	S Kosterfjorden	Skagerrak	6.5	7.0		7719	KOSTERFJORDEN (NR16)	16:45		8.0	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM
55	1.14	0.8	0.5	7.0		58.393330000000006	11.626669999999999			2015	9.28	0.21	9.49	0.55															25.95	2015-01-08	581700-113000	Gullmarn centralbassäng	Skagerrak	2.9	8.0		7719	BJÖRKHOLMEN	08:45		4.6	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
56	1.21	1.0	2.0	7.3		58.393330000000006	11.626669999999999			2015	9.28	0.21	9.49	0.55															25.88	2015-01-08	581700-113000	Gullmarn centralbassäng	Skagerrak	2.9	8.0		7719	BJÖRKHOLMEN	08:45		4.6	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
57	1.07	0.75	5.0	7.6		58.393330000000006	11.626669999999999			2015	8.57	0.19	8.76	0.55															26.81	2015-01-08	581700-113000	Gullmarn centralbassäng	Skagerrak	2.9	8.0		7719	BJÖRKHOLMEN	08:45		4.9	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
58	0.93	0.91	10.0	6.7		58.393330000000006	11.626669999999999			2015	8.57	0.21	8.78	0.58															28.23	2015-01-08	581700-113000	Gullmarn centralbassäng	Skagerrak	2.9	8.0		7719	BJÖRKHOLMEN	08:45		5.5	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
59	0.47	0.27	15.0	6.4		58.393330000000006	11.626669999999999			2015	7.85	0.28	8.13	0.65															30.5	2015-01-08	581700-113000	Gullmarn centralbassäng	Skagerrak	2.9	8.0		7719	BJÖRKHOLMEN	08:45		7.0	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
60	0.16	0.2	20.0	5.7		58.393330000000006	11.626669999999999			2015	7.85	0.24	8.09	0.68															32.56	2015-01-08	581700-113000	Gullmarn centralbassäng	Skagerrak	2.9	8.0		7719	BJÖRKHOLMEN	08:45		9.5	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
61	0.17	0.2	30.0	5.1		58.393330000000006	11.626669999999999			2015	7.85	0.24	8.09	0.84		<													33.14	2015-01-08	581700-113000	Gullmarn centralbassäng	Skagerrak	2.9	8.0		7719	BJÖRKHOLMEN	08:45		9.2	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
62	0.27		40.0	5.6		58.393330000000006	11.626669999999999			2015	7.14	0.41	7.55	0.77															33.25	2015-01-08	581700-113000	Gullmarn centralbassäng	Skagerrak	2.9	8.0		7719	BJÖRKHOLMEN	08:45		8.4	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
63	0.43		50.0	5.7		58.393330000000006	11.626669999999999			2015	6.71	0.4	7.11	0.81															33.3	2015-01-08	581700-113000	Gullmarn centralbassäng	Skagerrak	2.9	8.0		7719	BJÖRKHOLMEN	08:45		8.2	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
64	0.07		60.0	2.7		58.393330000000006	11.626669999999999			2015	12.85	0.07	12.92	1.58	<					<	<								34.51	2015-01-08	581700-113000	Gullmarn centralbassäng	Skagerrak	2.9	8.0		7719	BJÖRKHOLMEN	08:45		8.9	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
65	0.08		71.0	1.5		58.393330000000006	11.626669999999999			2015	14.28	0.07	14.35	1.94						<	<								34.55	2015-01-08	581700-113000	Gullmarn centralbassäng	Skagerrak	2.9	8.0		7719	BJÖRKHOLMEN	08:45		7.8	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
66	1.07	0.36	0.5	6.6		58.23	11.58			2015	12.85	0.24	13.09	0.65															21.8	2015-01-08	581260-113220	Koljö fjord	Skagerrak	3.3	9.0		7719	KOLJÖFJORD	11:20		4.5	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
67	1.07	0.35	2.0	6.7		58.23	11.58			2015	12.85	0.24	13.09	0.65															21.8	2015-01-08	581260-113220	Koljö fjord	Skagerrak	3.3	9.0		7719	KOLJÖFJORD	11:20		4.5	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
68	1.0	0.35	5.0	6.8		58.23	11.58			2015	12.85	0.24	13.09	0.68															21.83	2015-01-08	581260-113220	Koljö fjord	Skagerrak	3.3	9.0		7719	KOLJÖFJORD	11:20		4.5	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
69	0.46	0.2	10.0	5.5		58.23	11.58			2015	12.13	0.25	12.38	0.81		<													24.27	2015-01-08	581260-113220	Koljö fjord	Skagerrak	3.3	9.0		7719	KOLJÖFJORD	11:20		5.2	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
70	0.09	0.2	15.0	2.8		58.23	11.58			2015	12.13	0.09	12.22	1.29		<													25.29	2015-01-08	581260-113220	Koljö fjord	Skagerrak	3.3	9.0		7719	KOLJÖFJORD	11:20		8.5	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
71	10.71	0.31	20.0	0.8		58.23	11.58			2015	0.36	0.2	0.56	3.13					<		<								26.89	2015-01-08	581260-113220	Koljö fjord	Skagerrak	3.3	9.0		7719	KOLJÖFJORD	11:20		8.8	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
72	19.27	0.73	30.0	0.2		58.23	11.58			2015	0.0	0.0		4.52			<		Z	Z									27.74	2015-01-08	581260-113220	Koljö fjord	Skagerrak	3.3	9.0		7719	KOLJÖFJORD	11:20		7.8	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
73	20.7		42.0	0.2		58.23	11.58			2015	0.0	0.0		4.52			<		Z	Z									27.77	2015-01-08	581260-113220	Koljö fjord	Skagerrak	3.3	9.0		7719	KOLJÖFJORD	11:20		7.7	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
74	2.71	0.52	0.5	7.2		58.3125	11.77333			2015	11.42	0.29	11.71	0.61															19.99	2015-01-08	581740-114820	Havstensfjorden	Skagerrak	2.8	10.0		7719	HAVSTENSFJORD	12:40		3.7	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
75	2.71	0.4	2.0	6.8		58.3125	11.77333			2015	12.13	0.29	12.42	0.61															19.99	2015-01-08	581740-114820	Havstensfjorden	Skagerrak	2.8	10.0		7719	HAVSTENSFJORD	12:40		3.7	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
76	2.5	0.43	5.0	7.2		58.3125	11.77333			2015	11.42	0.26	11.68	0.58															20.1	2015-01-08	581740-114820	Havstensfjorden	Skagerrak	2.8	10.0		7719	HAVSTENSFJORD	12:40		3.7	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
77	0.28	0.2	10.0	4.0		58.3125	11.77333			2015	10.71	0.27	10.98	0.97		<													26.5	2015-01-08	581740-114820	Havstensfjorden	Skagerrak	2.8	10.0		7719	HAVSTENSFJORD	12:40		8.4	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
78	0.13	0.2	15.0	3.6		58.3125	11.77333			2015	9.28	0.34	9.62	1.78		<													30.59	2015-01-08	581740-114820	Havstensfjorden	Skagerrak	2.8	10.0		7719	HAVSTENSFJORD	12:40		9.7	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
79	0.14	0.2	20.0	4.1		58.3125	11.77333			2015	7.85	0.07	7.92	1.78		<				<	<								31.28	2015-01-08	581740-114820	Havstensfjorden	Skagerrak	2.8	10.0		7719	HAVSTENSFJORD	12:40		9.4	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
80	0.25	0.2	30.0	4.1		58.3125	11.77333			2015	8.57	0.07	8.64	1.61		<				<	<								32.24	2015-01-08	581740-114820	Havstensfjorden	Skagerrak	2.8	10.0		7719	HAVSTENSFJORD	12:40		9.7	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
81	17.13		41.0	0.4		58.3125	11.77333			2015	0.36	0.17	0.53	13.24					<		<								32.76	2015-01-08	581740-114820	Havstensfjorden	Skagerrak	2.8	10.0		7719	HAVSTENSFJORD	12:40		9.5	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
82	6.57	0.62	0.5	8.2		58.333330000000004	11.88333			2015	17.13	0.59	17.72	0.45															12.61	2015-01-08	582000-115270	Byfjorden	Skagerrak	1.1	11.0		7719	BYFJORDEN	13:35		2.7	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
83	4.5	0.35	2.0	7.5		58.333330000000004	11.88333			2015	19.99	0.43	20.42	0.55															13.48	2015-01-08	582000-115270	Byfjorden	Skagerrak	1.1	11.0		7719	BYFJORDEN	13:35		2.7	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
84	3.07	0.2	5.0	7.4		58.333330000000004	11.88333			2015	12.13	0.31	12.44	0.58															18.95	2015-01-08	582000-115270	Byfjorden	Skagerrak	1.1	11.0		7719	BYFJORDEN	13:35		3.2	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
85	0.86	0.2	10.0	4.8		58.333330000000004	11.88333			2015	11.42	0.31	11.73	0.77		<													24.76	2015-01-08	582000-115270	Byfjorden	Skagerrak	1.1	11.0		7719	BYFJORDEN	13:35		7.1	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
