EUCD	YYYY-MM-DD	Djup(m)	Salt (psu o/oo)	O2 (ml/l)	PO4 (µmol/l)	TotP (µmol/l)	NO3 (µmol/l)	NH4 (µmol/l)	TotN (µmol/l)	Chla (ug/l)	Siktdjup (m)
SE574370-114250	1985-01-01	0.00	20.000	8.032	0.500	0.619	3.006	0.101	18.404	0.290	6.8
SE574370-114250	1985-01-01	0.25	20.000	8.032	0.500	0.619	3.006	0.101	18.404	0.290	6.8
SE574370-114250	1985-01-01	0.75	20.000	8.029	0.500	0.621	3.006	0.101	18.433	0.295	6.8
SE574370-114250	1985-01-01	1.25	20.000	8.028	0.500	0.621	3.005	0.101	18.432	0.295	6.8
SE574370-114250	1985-01-01	1.75	20.000	8.027	0.500	0.621	3.005	0.101	18.432	0.295	6.8
SE574370-114250	1985-01-01	2.25	20.000	8.026	0.500	0.621	3.005	0.101	18.432	0.295	6.8
SE574370-114250	1985-01-01	2.75	20.000	8.025	0.500	0.621	3.005	0.101	18.432	0.295	6.8
SE574370-114250	1985-01-01	3.25	20.000	8.025	0.500	0.621	3.005	0.101	18.432	0.295	6.8
SE574370-114250	1985-01-01	3.75	20.000	8.024	0.500	0.621	3.005	0.101	18.432	0.295	6.8
SE574370-114250	1985-01-01	4.50	20.000	8.024	0.500	0.621	3.005	0.101	18.432	0.295	6.8
SE574370-114250	1985-01-01	5.50	20.000	8.023	0.500	0.621	3.005	0.101	18.432	0.295	6.8
SE574370-114250	1985-01-01	6.50	20.000	8.022	0.500	0.621	3.005	0.101	18.432	0.295	6.8
SE574370-114250	1985-01-01	7.50	20.000	8.022	0.500	0.621	3.005	0.101	18.432	0.295	6.8
SE574370-114250	1985-01-01	8.50	20.000	8.021	0.500	0.621	3.005	0.101	18.433	0.295	6.8
SE574370-114250	1985-01-01	9.50	20.000	8.020	0.500	0.621	3.005	0.101	18.433	0.295	6.8
SE574370-114250	1985-01-01	41.50	20.000	7.977	0.506	0.626	3.067	0.100	18.486	0.296	6.8
SE574370-114250	1985-01-01	42.00	20.000	7.977	0.506	0.626	3.067	0.100	18.486	0.296	6.8
SE574370-114250	1985-01-02	0.00	20.000	8.064	0.502	0.620	3.020	0.101	18.412	0.288	6.8
SE574370-114250	1985-01-02	0.25	20.000	8.064	0.502	0.620	3.020	0.101	18.412	0.288	6.8
SE574370-114250	1985-01-02	0.75	20.000	8.063	0.502	0.621	3.020	0.101	18.438	0.293	6.8
SE574370-114250	1985-01-02	1.25	20.000	8.062	0.502	0.621	3.020	0.101	18.438	0.293	6.8
SE574370-114250	1985-01-02	1.75	20.000	8.062	0.502	0.621	3.019	0.101	18.438	0.293	6.8
SE574370-114250	1985-01-02	2.25	20.000	8.062	0.502	0.621	3.019	0.101	18.438	0.293	6.8
SE574370-114250	1985-01-02	2.75	20.000	8.061	0.502	0.621	3.019	0.101	18.438	0.293	6.8
SE574370-114250	1985-01-02	3.25	20.000	8.061	0.502	0.621	3.019	0.101	18.438	0.293	6.8
SE574370-114250	1985-01-02	3.75	20.000	8.061	0.502	0.621	3.020	0.101	18.438	0.293	6.8
SE574370-114250	1985-01-02	4.50	20.000	8.061	0.502	0.621	3.019	0.101	18.438	0.293	6.8
SE574370-114250	1985-01-02	5.50	20.000	8.060	0.502	0.621	3.019	0.101	18.438	0.293	6.8
SE574370-114250	1985-01-02	6.50	20.000	8.060	0.502	0.621	3.019	0.101	18.438	0.293	6.8
