EUCD	YYYY-MM-DD	Djup(m)	Salt (psu o/oo)	O2 (ml/l)	PO4 (µmol/l)	TotP (µmol/l)	NO3 (µmol/l)	NH4 (µmol/l)	TotN (µmol/l)	Chla (ug/l)	Siktdjup (m)
SE591200-183600	1985-01-01	0.00	4.000	8.005	0.500	0.618	3.006	0.103	18.399	0.289	6.8
SE591200-183600	1985-01-01	0.25	4.000	8.005	0.500	0.618	3.006	0.103	18.399	0.289	6.8
SE591200-183600	1985-01-01	0.75	4.000	8.004	0.500	0.620	3.005	0.103	18.425	0.293	6.8
SE591200-183600	1985-01-01	1.25	4.000	8.004	0.500	0.620	3.005	0.103	18.425	0.294	6.8
SE591200-183600	1985-01-01	1.75	4.000	8.004	0.500	0.620	3.005	0.103	18.425	0.294	6.8
SE591200-183600	1985-01-01	2.25	4.000	8.003	0.500	0.620	3.005	0.102	18.425	0.294	6.8
SE591200-183600	1985-01-01	2.75	4.000	8.003	0.500	0.620	3.004	0.102	18.426	0.294	6.8
SE591200-183600	1985-01-01	3.25	4.000	8.003	0.500	0.620	3.004	0.102	18.426	0.294	6.8
SE591200-183600	1985-01-01	3.75	4.000	8.002	0.500	0.620	3.004	0.102	18.426	0.294	6.8
SE591200-183600	1985-01-01	4.50	4.000	8.002	0.500	0.620	3.004	0.102	18.427	0.294	6.8
SE591200-183600	1985-01-01	5.50	4.000	8.001	0.500	0.620	3.003	0.101	18.429	0.295	6.8
SE591200-183600	1985-01-01	6.50	4.000	8.000	0.500	0.621	3.002	0.100	18.433	0.296	6.8
SE591200-183600	1985-01-01	7.50	4.000	8.000	0.500	0.621	3.001	0.100	18.434	0.296	6.8
SE591200-183600	1985-01-01	8.50	4.000	8.000	0.500	0.621	3.001	0.100	18.434	0.296	6.8
SE591200-183600	1985-01-01	9.50	4.000	8.000	0.500	0.621	3.001	0.100	18.434	0.296	6.8
SE591200-183600	1985-01-01	102.50	4.000	7.990	0.501	0.622	3.028	0.100	18.458	0.297	6.8
SE591200-183600	1985-01-01	104.00	4.000	7.990	0.501	0.622	3.028	0.100	18.458	0.297	6.8
SE591200-183600	1985-01-02	0.00	4.000	8.020	0.500	0.618	3.009	0.104	18.397	0.283	6.9
SE591200-183600	1985-01-02	0.25	4.000	8.020	0.500	0.618	3.009	0.104	18.397	0.283	6.9
SE591200-183600	1985-01-02	0.75	4.000	8.019	0.500	0.620	3.009	0.103	18.423	0.287	6.9
SE591200-183600	1985-01-02	1.25	4.000	8.019	0.500	0.620	3.008	0.103	18.423	0.287	6.9
SE591200-183600	1985-01-02	1.75	4.000	8.018	0.500	0.620	3.008	0.103	18.423	0.287	6.9
SE591200-183600	1985-01-02	2.25	4.000	8.018	0.500	0.620	3.008	0.103	18.423	0.287	6.9
