EUCD	YYYY-MM-DD	Djup(m)	Salt (psu o/oo)	O2 (ml/l)	PO4 (µmol/l)	TotP (µmol/l)	NO3 (µmol/l)	NH4 (µmol/l)	TotN (µmol/l)	Chla (ug/l)	Siktdjup (m)
SE570900-164501	1985-01-01	0.00	6.000	8.005	0.500	0.618	3.010	0.109	18.400	0.287	6.9
SE570900-164501	1985-01-01	0.25	6.000	8.005	0.500	0.618	3.010	0.109	18.400	0.287	6.9
SE570900-164501	1985-01-01	0.75	6.000	8.004	0.500	0.619	3.008	0.108	18.423	0.292	6.9
SE570900-164501	1985-01-01	1.25	6.000	8.004	0.500	0.619	3.008	0.107	18.423	0.292	6.9
SE570900-164501	1985-01-01	1.75	6.000	8.003	0.500	0.619	3.007	0.106	18.423	0.292	6.9
SE570900-164501	1985-01-01	2.25	6.000	8.003	0.500	0.620	3.006	0.105	18.424	0.293	6.9
SE570900-164501	1985-01-01	2.75	6.000	8.002	0.500	0.620	3.004	0.103	18.425	0.294	6.9
SE570900-164501	1985-01-01	3.25	6.000	8.001	0.500	0.620	3.002	0.101	18.428	0.295	6.9
SE570900-164501	1985-01-01	3.75	6.000	8.000	0.500	0.621	3.001	0.101	18.430	0.296	6.9
SE570900-164501	1985-01-01	4.50	6.000	8.000	0.500	0.621	3.001	0.100	18.432	0.296	6.9
SE570900-164501	1985-01-01	5.50	6.000	8.000	0.500	0.621	3.001	0.100	18.433	0.296	6.9
SE570900-164501	1985-01-01	6.50	6.000	8.000	0.500	0.621	3.001	0.100	18.433	0.296	6.9
SE570900-164501	1985-01-01	7.50	6.000	8.000	0.500	0.621	3.001	0.100	18.433	0.296	6.9
SE570900-164501	1985-01-01	8.50	6.000	8.000	0.500	0.621	3.001	0.100	18.433	0.296	6.9
SE570900-164501	1985-01-01	9.50	6.000	8.000	0.500	0.621	3.001	0.100	18.433	0.296	6.9
SE570900-164501	1985-01-01	64.50	6.000	7.977	0.506	0.626	3.068	0.100	18.487	0.296	6.9
SE570900-164501	1985-01-01	65.00	6.000	7.977	0.506	0.626	3.068	0.100	18.487	0.296	6.9
SE570900-164501	1985-01-02	0.00	6.000	8.045	0.500	0.618	3.005	0.104	18.402	0.285	6.8
SE570900-164501	1985-01-02	0.25	6.000	8.045	0.500	0.618	3.005	0.104	18.402	0.285	6.8
SE570900-164501	1985-01-02	0.75	6.000	8.041	0.500	0.620	3.005	0.103	18.430	0.290	6.8
